http://www.candidagenome.org/download/External_id_mappings/gp2protein.cgd.gz
CGDID	Uniprot
CAL0000187026	Q5AMQ2
CAL0000201241	A0A1D8
CAL0000187038	A0A1D8
CAL0000201251	Q5APE1
CAL0000201253	Q5A4Z7
CAL0000187046	Q5AKY8
CAL0000187048	Q59PD4
CAL0000201257	A0A1D8
CAL0000187050	Q5ADL2
CAL0000201259	Q5ACU9
CAL0000201261	A0A1D8
CAL0000187054	Q5AEC0
CAL0000187056	A0A1D8
CAL0000187058	A0A1D8
CAL0000187064	Q5AKW8
CAL0000187072	A0A1D8
CAL0000201274	Q5A7B0
CAL0000201272	A0A1D8
CAL0000201277	A0A1D8
CAL0000187080	A0A1D8
CAL0000187078	A0A1D8
CAL0000201283	A0A1D8
CAL0000201291	A0A1D8
CAL0000187100	A0A1D8
CAL0000187108	A0A1D8
CAL0000201312	A0A1D8
CAL0000187118	A0A1D8
CAL0000187122	A0A1D8
CAL0000187128	A0A1D8
CAL0000201326	A0A1D8
CAL0000187136	Q59UQ7
CAL0000187138	A0A1D8
CAL0000187142	Q59LL5
CAL0000201340	A0A1D8
CAL0000201338	A0A1D8
CAL0000187146	A0A1D8
CAL0000201344	A0A1D8
CAL0000201352	A0A1D8
CAL0000187161	A0A1D8
CAL0000201358	Q5AHG8
CAL0000201356	Q5AJ64
CAL0000201360	A0A1D8
CAL0000187167	A0A1D8
CAL0000187171	Q5AGY0
CAL0000201368	A0A1D8
CAL0000201366	A0A1D8
CAL0000187175	A0A1D8
CAL0000201370	A0A1D8
CAL0000201372	A0A1D8
CAL0000187183	A0A1D8
CAL0000201386	A0A1D8
CAL0000187187	A0A1D8
CAL0000201394	A0A1D8
CAL0000201396	A0A1D8
CAL0000201405	A0A1D8
CAL0000201411	A0A1D8
CAL0000201409	Q5AAU7
CAL0000187209	A0A1D8
CAL0000187213	A0A1D8
CAL0000201417	A0A1D8
CAL0000201421	A0A1D8
CAL0000187217	A0A1D8
CAL0000187221	A0A1D8
CAL0000201431	Q5AHH3
CAL0000201435	Q5ANK2
CAL0000201437	Q59WE0
CAL0000201447	A0A1D8
CAL0000201445	Q5A8J7
CAL0000201449	A0A1D8
CAL0000201459	Q59VH3
CAL0000187233	A0A1D8
CAL0000201467	A0A1D8
CAL0000201471	Q5A7L0
CAL0000187239	A0A1D8
CAL0000201473	Q59ZI8
CAL0000187243	A0A1D8
CAL0000187245	A0A1D8
CAL0000187251	A0A1D8
CAL0000187253	A0A1D8
CAL0000187255	Q5ANL8
CAL0000187257	A0A1D8
CAL0000187259	Q59WF8
CAL0000187267	A0A1D8
CAL0000187269	Q5A8H8
CAL0000201498	A0A1D8
CAL0000201502	A0A1D8
CAL0000201500	A0A1D8
CAL0000187271	Q5AI01
CAL0000201504	Q5A878
CAL0000187273	A0A1D8
CAL0000201506	A0A1D8
CAL0000187275	Q5APD1
CAL0000187277	Q59X25
CAL0000187281	A0A1D8
CAL0000201526	A0A1D8
CAL0000201528	A0A1D8
CAL0000187289	Q5A390
CAL0000201534	A0A1D8
CAL0000187297	Q5A398
CAL0000187301	A0A1D8
CAL0000187303	A0A1D8
CAL0000201548	A0A1D8
CAL0000187315	Q5AA42
CAL0000187313	A0A1D8
CAL0000201551	Q59V63
CAL0000187323	A0A1D8
CAL0000187329	A0A1D8
CAL0000201555	Q5A862
CAL0000201561	A0A1D8
CAL0000201571	Q59PZ2
CAL0000187356	A0A1D8
CAL0000201573	A0A1D8
CAL0000187360	Q59WI0
CAL0000187362	A0A1D8
CAL0000187370	Q59MU0
CAL0000201593	Q59LD5
CAL0000187380	A0A1D8
CAL0000187386	A0A1D8
CAL0000187390	A0A1D8
CAL0000201609	Q5A671
CAL0000201611	A0A1D8
CAL0000187404	A0A1D8
CAL0000201614	A0A1D8
CAL0000201620	A0A1D8
CAL0000201618	Q5A5S8
CAL0000201622	A0A1D8
CAL0000201629	Q59KQ4
CAL0000187409	Q59TT8
CAL0000187419	A0A1D8
CAL0000201637	Q59LU6
CAL0000187423	Q59ZD9
CAL0000187425	Q5AIA0
CAL0000201639	A0A1D8
CAL0000201645	A0A1D8
CAL0000201649	A0A1D8
CAL0000187437	Q5AI92
CAL0000187441	A0A1D8
CAL0000201653	A0A1D8
CAL0000201651	Q59WG4
CAL0000187443	A0A1D8
CAL0000201655	A0A1D8
CAL0000187447	A0A1D8
CAL0000187456	A0A1D8
CAL0000201657	A0A1D8
CAL0000187458	Q5ALL6
CAL0000201661	A0A1D8
CAL0000201663	A0A1D8
CAL0000187460	A0A1D8
CAL0000187466	A0A1D8
CAL0000187468	A0A1D8
CAL0000201681	A0A1D8
CAL0000187480	Q59YF6
CAL0000187484	A0A1D8
CAL0000201693	A0A1D8
CAL0000201691	A0A1D8
CAL0000201695	A0A1D8
CAL0000187498	Q5A2B6
CAL0000187500	A0A1D8
CAL0000187502	A0A1D8
CAL0000201701	A0A1D8
CAL0000201709	Q5AH72
CAL0000187510	A0A1D8
CAL0000187512	A0A1D8
CAL0000201707	Q59QT3
CAL0000187516	A0A1D8
CAL0000187518	A0A1D8
CAL0000187520	Q5A943
CAL0000187522	A0A1D8
CAL0000187528	Q5A791
CAL0000201723	Q5AMM6
CAL0000187534	Q59SD1
CAL0000201727	A0A1D8
CAL0000201729	A0A1D8
CAL0000201731	A0A1D8
CAL0000187542	Q59ZH5
CAL0000187548	A0A1D8
CAL0000187550	A0A1D8
CAL0000201739	Q5AI07
CAL0000187554	Q5A7K1
CAL0000187558	A0A1D8
CAL0000201751	A0A1D8
CAL0000187560	A0A1D8
CAL0000201755	Q5A1M1
CAL0000201757	A0A1D8
CAL0000187566	A0A1D8
CAL0000201759	Q59TC4
CAL0000201761	Q5ADL1
CAL0000201763	A0A1D8
CAL0000187569	A0A1D8
CAL0000187577	A0A1D8
CAL0000187583	Q5AK78
CAL0000201783	A0A1D8
CAL0000187591	A0A1D8
CAL0000201787	A0A1D8
CAL0000187593	A0A1D8
CAL0000187595	A0A1D8
CAL0000187597	A0A1D8
CAL0000201795	A0A1D8
CAL0000201797	A0A1D8
CAL0000201811	Q5ANI3
CAL0000187613	A0A1D8
CAL0000201813	Q59SJ1
CAL0000201815	Q5A668
CAL0000187633	A0A1D8
CAL0000201823	Q5ANF9
CAL0000187631	Q59YH4
CAL0000201829	A0A1D8
CAL0000201831	Q5AH56
CAL0000187635	A0A1D8
CAL0000201841	A0A1D8
CAL0000187639	Q59N01
CAL0000187643	A0A1D8
CAL0000201853	A0A1D8
CAL0000187651	Q59S64
CAL0000187653	Q5A6L5
CAL0000201859	A0A1D8
CAL0000201863	Q59US8
CAL0000201865	Q59PR4
CAL0000187661	Q5AKZ4
CAL0000201867	A0A1D8
CAL0000187665	A0A1D8
CAL0000187675	A0A1D8
CAL0000201881	A0A1D8
CAL0000187683	A0A1D8
CAL0000201890	A0A1D8
CAL0000187685	A0A1D8
CAL0000201885	A0A1D8
CAL0000201892	A0A1D8
CAL0000187689	A0A1D8
CAL0000187691	Q5ADT6
CAL0000201896	A0A1D8
CAL0000201898	A0A1D8
CAL0000187701	A0A1D8
CAL0000201906	A0A1D8
CAL0000201908	Q5A4J7
CAL0000187703	A0A1D8
CAL0000201914	A0A1D8
CAL0000201910	Q5A9Y1
CAL0000201920	A0A1D8
CAL0000201924	A0A1D8
CAL0000201922	A0A1D8
CAL0000187710	A0A1D8
CAL0000201928	A0A1D8
CAL0000187716	A0A1D8
CAL0000187718	Q5A864
CAL0000187722	A0A1D8
CAL0000201934	Q5A887
CAL0000201932	A0A1D8
CAL0000187724	A0A1D8
CAL0000187726	A0A1D8
CAL0000201942	Q5AD31
CAL0000187742	A0A1D8
CAL0000201946	Q59KQ1
CAL0000201944	A0A1D8
CAL0000187748	A0A1D8
CAL0000187750	A0A1D8
CAL0000201956	Q5AAS1
CAL0000187752	A0A1D8
CAL0000187758	A0A1D8
CAL0000201958	Q59R30
CAL0000201968	Q5A6Q0
CAL0000187766	A0A1D8
CAL0000166721	B9WFG1
CAL0000165931	B9W8Y2
CAL0000171085	B9W757
CAL0000162320	B9WG98
CAL0000161252	B9WD30
CAL0000163748	B9WLQ5
CAL0000169650	B9W824
CAL0000159169	B9WLN5
CAL0000164120	B9WED1
CAL0000164118	B9WJF2
CAL0000166739	B9WLA7
CAL0000166175	B9W9T4
CAL0000168359	B9W9N8
CAL0000167620	B9WCP3
CAL0000162760	B9WM88
CAL0000171135	B9WAG5
CAL0000166579	B9WEV3
CAL0000160445	B9WEC4
CAL0000165987	B9WD12
CAL0000159215	B9WK46
CAL0000171393	B9W7X4
CAL0000160876	B9WE91
CAL0000160253	B9WBE5
CAL0000169710	B9WLF1
CAL0000168221	B9WL71
CAL0000167204	B9WAV2
CAL0000166777	B9WHK1
CAL0000165779	B9WLY5
CAL0000159237	B9WC12
CAL0000160259	B9WL59
CAL0000166245	B9W8S4
CAL0000169507	Q9UVZ8
CAL0000171417	B9WLF5
CAL0000163021	B9WK98
CAL0000167422	B9WBR8
CAL0000168039	B9W8P6
CAL0000163245	B9W8A8
CAL0000168949	B9WFW5
CAL0000170759	B9WD58
CAL0000161338	B9W790
CAL0000171205	B9WJJ7
CAL0000167676	B9W9Z5
CAL0000165619	B9WFS9
CAL0000162424	B9WJ48
CAL0000161564	B9WCP3
CAL0000171461	B9WJ16
CAL0000159868	B9WN49
CAL0000170981	B9WK07
CAL0000163475	B9WKT4
CAL0000167864	B9WGW9
CAL0000163858	B9W9A9
CAL0000161574	B9W8Z2
CAL0000159878	B9W7S3
CAL0000171001	B9WJA2
CAL0000169147	B9WAM8
CAL0000171689	B9WCK0
CAL0000162230	Q8NJ57
CAL0000170432	B9WHT6
CAL0000166311	B9WCV6
CAL0000160948	B9WDB4
CAL0000170034	B9W892
CAL0000169567	B9W6S2
CAL0000164064	B9W797
CAL0000170623	B9WEX6
CAL0000160962	B9WFC9
CAL0000164252	B9WCA0
CAL0000170048	B9WB34
CAL0000162686	B9W8T5
CAL0000166511	B9WD86
CAL0000169183	B9WAT8
CAL0000166870	B9W7H9
CAL0000167518	B9WEC5
CAL0000162096	B9W900
CAL0000167744	B9WA88
CAL0000161840	Q873Y3
CAL0000170653	B9W923
CAL0000159549	B9WMA4
CAL0000168133	B9WHJ2
CAL0000163710	Q9C150
CAL0000171311	B9WJ47
CAL0000166139	B9WJ66
CAL0000164872	B9WM02
CAL0000170685	B9WLD6
CAL0000158972	B9WMK2
CAL0000158974	B9WMB0
CAL0000158976	B9W725
CAL0000158978	B9WI08
CAL0000158980	B9WC55
CAL0000158982	B9WEN7
CAL0000158984	B9WAN1
CAL0000158988	B9WLC2
CAL0000158990	B9W962
CAL0000158992	B9WIP9
CAL0000158994	B9W8V0
CAL0000158996	B9WJQ8
CAL0000158998	B9WAH9
CAL0000159000	B9WK66
CAL0000159002	B9WAU5
CAL0000159004	B9WEG1
CAL0000159006	B9WFS6
CAL0000159013	B9W7N4
CAL0000159015	B9WB11
CAL0000159017	B9W8W7
CAL0000159021	B9WMR3
CAL0000159023	B9W8X7
CAL0000159025	B9WLM2
CAL0000159029	B9WD49
CAL0000159027	B9WMT5
CAL0000159031	B9WHE6
CAL0000159033	B9W951
CAL0000159035	B9W807
CAL0000159037	B9WDW6
CAL0000159039	B9WAR9
CAL0000159041	B9WJR3
CAL0000159043	B9WEE5
CAL0000159045	B9W9F2
CAL0000159047	B9W8I4
CAL0000159049	B9WB92
CAL0000159051	B9WJ28
CAL0000159053	B9WG25
CAL0000159055	B9WG73
CAL0000159057	B9WDM9
CAL0000159059	B9WGF1
CAL0000159061	B9WFS0
CAL0000159063	B9WKV2
CAL0000159065	B9W7C2
CAL0000159069	B9WFU8
CAL0000159067	B9WMI8
CAL0000159071	B9WET8
CAL0000159073	B9WGL9
CAL0000159075	B9WDT8
CAL0000159081	B9WEM8
CAL0000159077	B9WI35
CAL0000159079	B9WG10
CAL0000159085	B9WH75
CAL0000159087	B9W9P7
CAL0000159089	B9W894
CAL0000159091	B9WHD9
CAL0000159093	B9WG88
CAL0000159095	B9WEZ1
CAL0000159101	B9WE63
CAL0000159103	B9WDM6
CAL0000159099	B9WKB8
CAL0000159097	B9WLF3
CAL0000159105	B9WDD1
CAL0000159107	B9WN02
CAL0000159109	B9WC68
CAL0000159111	B9W6L1
CAL0000159113	B9WM75
CAL0000159115	B9W832
CAL0000159117	B9WHI6
CAL0000159119	B9W9J2
CAL0000159123	B9WIV6
CAL0000159125	B9W8R7
CAL0000159127	B9WA67
CAL0000159129	B9W7S7
CAL0000159131	B9WKT8
CAL0000159135	B9WFS7
CAL0000159133	B9WLU0
CAL0000159145	B9WHV5
CAL0000159149	B9W8X1
CAL0000159151	B9WJM5
CAL0000159153	B9W7D1
CAL0000159155	B9WDR4
CAL0000159157	B9WB42
CAL0000159159	B9WL38
CAL0000159161	B9WA96
CAL0000159163	B9W9J8
CAL0000159171	B9WEY2
CAL0000159173	B9WJY9
CAL0000159175	B9WJS5
CAL0000159177	B9WID4
CAL0000159179	B9W907
CAL0000159181	B9WMS9
CAL0000159185	B9WHF2
CAL0000159191	B9WE57
CAL0000159187	B9WI58
CAL0000159189	B9WHF7
CAL0000159193	B9WKC8
CAL0000159197	B9W9T9
CAL0000159199	B9WHF5
CAL0000159201	B9WK31
CAL0000159203	B9WL06
CAL0000159205	B9WC99
CAL0000159207	B9W9F9
CAL0000159209	B9W7M9
CAL0000159211	B9WGH5
CAL0000159219	B9WI37
CAL0000159213	B9WLH0
CAL0000159221	B9WAM7
CAL0000159225	B9WET1
CAL0000159227	B9WAP4
CAL0000159229	B9W8N8
CAL0000159231	B9W838
CAL0000159233	B9WKQ5
CAL0000159235	B9WI75
CAL0000159239	B9W809
CAL0000159243	B9WE97
CAL0000159241	B9WFV4
CAL0000159247	B9WGD8
CAL0000159245	B9WLJ2
CAL0000159249	B9WE76
CAL0000159251	B9WEP2
CAL0000159253	B9WBC9
CAL0000159263	B9WH77
CAL0000159265	B9WFN2
CAL0000159267	B9WIN4
CAL0000159269	B9W7X3
CAL0000159271	B9WMZ1
CAL0000159273	B9WB43
CAL0000159275	B9W8Z8
CAL0000159277	B9WHU1
CAL0000159279	B9WHQ8
CAL0000159281	B9W9G7
CAL0000159283	B9W831
CAL0000159285	B9WGY2
CAL0000159291	B9W8J4
CAL0000159293	B9W7Q9
CAL0000159295	B9WMZ0
CAL0000159297	B9WLG4
CAL0000159301	B9WCD3
CAL0000159303	B9WA48
CAL0000159305	B9WLQ1
CAL0000159307	B9WCF7
CAL0000159309	B9WIU7
CAL0000159313	B9WEC3
CAL0000159315	B9W997
CAL0000159319	B9WK68
CAL0000159321	B9WJG6
CAL0000159323	B9WAA3
CAL0000159325	B9W8N6
CAL0000159327	B9WCL0
CAL0000159329	B9WAV1
CAL0000159331	B9WF47
CAL0000159333	B9WMQ3
CAL0000159335	B9W7M2
CAL0000159337	B9WKJ4
CAL0000159339	B9W7Z5
CAL0000159341	B9W9Q6
CAL0000159343	B9WBU7
CAL0000159345	B9W6T2
CAL0000159347	B9WDS0
CAL0000159349	B9WLT0
CAL0000159351	B9W945
CAL0000159353	B9WGX7
CAL0000159355	B9WH49
CAL0000159357	B9W9Q4
CAL0000159359	B9WCM1
CAL0000159361	B9WGG8
CAL0000159363	B9WI26
CAL0000159365	B9WDJ0
CAL0000159369	B9WG94
CAL0000159371	B9WB53
CAL0000159373	B9W9C1
CAL0000159375	B9WKM5
CAL0000159377	B9WEB7
CAL0000159379	B9WJC4
CAL0000159385	B9WHM2
CAL0000159381	B9WL27
CAL0000159387	B9WCF3
CAL0000159389	B9WFU0
CAL0000159393	B9W9S0
CAL0000159397	B9W891
CAL0000159399	B9WKP0
CAL0000159401	B9W8N4
CAL0000159405	B9WGI6
CAL0000159407	B9WG22
CAL0000159409	B9W938
CAL0000159413	B9WHW5
CAL0000159415	B9WKJ2
CAL0000159417	B9WCG1
CAL0000159419	B9WIF0
CAL0000159423	B9W773
CAL0000159425	B9WMH4
CAL0000159427	B9WB47
CAL0000159429	B9WDY5
CAL0000159431	B9WL35
CAL0000159433	B9W9S5
CAL0000159435	B9WK83
CAL0000159437	B9W7R2
CAL0000159439	B9WML5
CAL0000159441	B9WCC7
CAL0000159443	B9W936
CAL0000159445	B9WB58
CAL0000159449	B9W8H2
CAL0000159453	B9WIV7
CAL0000159455	B9WEX2
CAL0000159457	B9WDX8
CAL0000159459	B9W7S4
CAL0000159463	B9W6L8
CAL0000159465	B9WCJ5
CAL0000159467	B9WFX5
CAL0000159469	B9WKM6
CAL0000159471	B9WEY4
CAL0000159473	B9WDC0
CAL0000159475	B9WFM5
CAL0000159477	B9W750
CAL0000159479	B9WD59
CAL0000159481	B9WDA4
CAL0000159483	B9WE49
CAL0000159485	B9WM45
CAL0000159487	B9WN28
CAL0000159489	B9WIR2
CAL0000159491	B9WHM9
CAL0000159493	B9WCW6
CAL0000159495	B9WJX5
CAL0000159497	B9WBD1
CAL0000159499	B9W9J3
CAL0000159501	B9WF04
CAL0000159503	B9W966
CAL0000159505	B9WJC3
CAL0000159507	B9WFN5
CAL0000159511	B9WHV0
CAL0000159513	B9W8W6
CAL0000159515	B9W8K3
CAL0000159517	B9WLK9
CAL0000159519	B9WL51
CAL0000159521	B9WBS8
CAL0000159523	B9W909
CAL0000159525	B9WAM2
CAL0000159527	B9W7I1
CAL0000159529	B9W6N3
CAL0000159531	B9WH86
CAL0000159533	B9WDY7
CAL0000159535	B9WLM3
CAL0000159537	B9WLD4
CAL0000159539	B9W764
CAL0000159541	B9WAF7
CAL0000159543	B9WIM6
CAL0000159545	B9WDE7
CAL0000159551	B9WGX2
CAL0000159547	B9WMC2
CAL0000159553	B9WMX7
CAL0000159555	B9WBE4
CAL0000159557	B9WMY7
CAL0000159559	B9WLG8
CAL0000159561	B9WE45
CAL0000159566	B9WJ03
CAL0000159564	B9WKX3
CAL0000159568	B9WA95
CAL0000159574	B9WGH3
CAL0000159572	B9WMF8
CAL0000159576	B9W6M8
CAL0000159578	B9WJW1
CAL0000159580	B9W7U6
CAL0000159582	B9WA55
CAL0000159584	B9WM71
CAL0000159586	B9WBP9
CAL0000159588	B9W8D0
CAL0000159590	B9W8G6
CAL0000159592	B9W7T1
CAL0000159594	B9WC82
CAL0000159598	B9WC57
CAL0000159600	B9WEK0
CAL0000159602	B9WHB0
CAL0000159604	B9WDZ2
CAL0000159606	B9WG85
CAL0000159608	B9WEX0
CAL0000159610	B9W8E9
CAL0000159612	B9WHQ4
CAL0000159614	B9WJJ8
CAL0000159616	B9WJY2
CAL0000159618	B9WKS4
CAL0000159622	B9WB73
CAL0000159626	B9WD87
CAL0000159624	B9WKL6
CAL0000159630	B9WDX1
CAL0000159628	B9WLI1
CAL0000159632	B9WE90
CAL0000159636	B9WEF4
CAL0000159634	B9WI88
CAL0000159638	B9W6I8
CAL0000159640	B9WDF3
CAL0000159642	B9WB52
CAL0000159644	B9WEF9
CAL0000159646	B9WCL2
CAL0000159648	B9WD18
CAL0000159650	B9WFG7
CAL0000159652	B9WCJ0
CAL0000159654	B9W974
CAL0000159656	B9WN30
CAL0000159658	B9WMV9
CAL0000159660	B9WB07
CAL0000159662	B9W9C3
CAL0000159664	B9WMZ7
CAL0000159666	B9WLP9
CAL0000159668	B9WJP4
CAL0000159670	B9WFV8
CAL0000159672	B9W9C7
CAL0000159674	B9W9C6
CAL0000159676	B9WMS0
CAL0000159678	B9WH70
CAL0000159680	B9WB10
CAL0000159682	B9W858
CAL0000159684	B9WLG9
CAL0000159686	B9WDH0
CAL0000159688	B9WCR8
CAL0000159692	B9WGZ0
CAL0000159694	B9W7M7
CAL0000159696	B9W8G1
CAL0000159702	B9WJV3
CAL0000159704	B9WL96
CAL0000159706	B9WJL6
CAL0000159708	B9WD88
CAL0000159712	B9WBF3
CAL0000159714	B9WFH7
CAL0000159718	B9WIM2
CAL0000159716	B9WMP2
CAL0000159720	B9WBI8
CAL0000159724	B9WD29
CAL0000159726	B9W868
CAL0000159728	B9W851
CAL0000159730	B9WDT9
CAL0000159732	B9WFK7
CAL0000159734	B9W7Q8
CAL0000159736	B9WF09
CAL0000159738	B9WJY4
CAL0000159740	B9WBK8
CAL0000159742	B9W7E1
CAL0000159744	B9WFW1
CAL0000159746	B9WEV0
CAL0000159748	B9WCP5
CAL0000159750	B9WCV9
CAL0000159754	B9WDN8
CAL0000159752	B9WHT5
CAL0000159758	B9WK01
CAL0000159756	B9WLE9
CAL0000159760	B9WDX4
CAL0000159762	B9W6Y9
CAL0000159766	B9WJW0
CAL0000159768	B9W6T9
CAL0000159770	B9W738
CAL0000159772	B9WC13
CAL0000159774	B9WE93
CAL0000159776	B9WAR7
CAL0000159778	B9WC76
CAL0000159780	B9W8Y3
CAL0000159786	B9WJM1
CAL0000159784	B9WMY1
CAL0000159788	B9W6T4
CAL0000159790	B9W9T1
CAL0000159792	B9WIZ0
CAL0000159794	B9W8B1
CAL0000159796	B9W765
CAL0000159798	B9WIX6
CAL0000159800	B9WFS2
CAL0000159802	B9W9H0
CAL0000159804	B9WLP1
CAL0000159806	B9WIH9
CAL0000159808	B9W921
CAL0000159810	B9WKG6
CAL0000159812	B9WIY7
CAL0000159816	B9WJQ9
CAL0000159814	B9WL55
CAL0000159818	B9WHM3
CAL0000159820	B9W7R9
CAL0000159822	B9WJ85
CAL0000159824	B9WM04
CAL0000159826	B9WF78
CAL0000159828	B9W6I3
CAL0000159830	B9WKW4
CAL0000159834	B9W7S1
CAL0000159836	B9WFJ8
CAL0000159838	B9W9L8
CAL0000159842	B9WGR1
CAL0000159840	B9WLT2
CAL0000159844	B9W896
CAL0000159846	B9W782
CAL0000159848	B9WE77
CAL0000159852	B9WG40
CAL0000159854	B9W846
CAL0000159856	B9WIX1
CAL0000159858	B9W7I2
CAL0000159862	B9W8E7
CAL0000159864	B9W9G3
CAL0000159866	B9WMR6
CAL0000159870	B9WLK2
CAL0000159872	B9WKL5
CAL0000159874	B9W828
CAL0000159876	B9WM06
CAL0000159880	B9WK41
CAL0000159882	B9W849
CAL0000159884	B9WDQ2
CAL0000159888	B9WEL4
CAL0000159886	B9WJD8
CAL0000159890	B9WK84
CAL0000159892	B9WJM7
CAL0000159894	B9WEC6
CAL0000159896	B9WG44
CAL0000159900	B9WIW9
CAL0000159898	B9WL45
CAL0000159902	B9WAL8
CAL0000159904	B9WCM4
CAL0000159906	B9WDF9
CAL0000159908	B9WHN7
CAL0000159910	B9WJ95
CAL0000159912	B9WN39
CAL0000159914	B9WBT7
CAL0000159916	B9WEK4
CAL0000159918	B9WEE4
CAL0000159920	B9WDJ9
CAL0000159922	B9WIW0
CAL0000159924	B9WFZ2
CAL0000159926	B9WAZ0
CAL0000159928	B9W8R4
CAL0000159930	B9WKQ9
CAL0000159934	B9WB89
CAL0000159936	B9W6L9
CAL0000159938	B9WHA3
CAL0000159940	B9WBA7
CAL0000159944	B9WCL8
CAL0000159946	B9WBD5
CAL0000159948	B9WM61
CAL0000159950	B9WIS9
CAL0000159952	B9WAK3
CAL0000159958	B9WE67
CAL0000159960	B9WJN7
CAL0000159964	B9WCA5
CAL0000159966	B9WAC7
CAL0000159970	B9WMU7
CAL0000159974	B9WFP0
CAL0000159972	B9WMU9
CAL0000159976	B9WEW9
CAL0000159978	B9WMW7
CAL0000159980	B9WK61
CAL0000159982	B9WBK1
CAL0000159984	B9WC93
CAL0000159986	B9WBZ6
CAL0000159990	B9WKE5
CAL0000159992	B9WMF6
CAL0000159994	B9W890
CAL0000159998	B9WJL8
CAL0000159996	B9WLQ8
CAL0000160000	B9WAM3
CAL0000160002	B9WGR5
CAL0000160008	B9WLA8
CAL0000160012	B9WFM4
CAL0000160010	B9W7J9
CAL0000160014	B9WMD2
CAL0000160016	B9WJQ3
CAL0000160018	B9WKC6
CAL0000160020	B9WKE1
CAL0000160022	B9WI43
CAL0000160024	B9W7A5
CAL0000160026	B9WJ22
CAL0000160028	B9WJX3
CAL0000160030	B9WF98
CAL0000160032	B9WKQ2
CAL0000160034	B9WJH4
CAL0000160036	B9WDI7
CAL0000160040	B9WBB4
CAL0000160042	B9W7H0
CAL0000160044	B9WBB1
CAL0000160046	B9WIA6
CAL0000160048	B9W8W9
CAL0000160052	B9WEA7
CAL0000160050	B9WGM9
CAL0000160054	B9WKB7
CAL0000160056	B9W933
CAL0000160058	B9WA52
CAL0000160060	B9W9W6
CAL0000160062	B9W6Q2
CAL0000160064	B9WAS7
CAL0000160066	B9WHX5
CAL0000160068	B9WCY0
CAL0000160070	B9WAU7
CAL0000160072	B9WIJ0
CAL0000160074	B9WAQ3
CAL0000160076	B9W6K2
CAL0000160078	B9WBV7
CAL0000160082	B9WEZ8
CAL0000160084	B9WEI9
CAL0000160086	B9WIH4
CAL0000160088	B9WBE0
CAL0000160090	B9WFA8
CAL0000160092	B9W7H5
CAL0000160094	B9WM90
CAL0000160096	B9W7U1
CAL0000160098	B9WIT5
CAL0000160100	B9WEI5
CAL0000160102	B9WM00
CAL0000160104	B9WKH9
CAL0000160110	B9W9U8
CAL0000160112	B9WHL3
CAL0000160116	B9WH61
CAL0000160114	B9WMG2
CAL0000160118	B9WGI3
CAL0000160120	B9W720
CAL0000160124	B9WN19
CAL0000160126	B9WG52
CAL0000160128	B9WCW2
CAL0000160130	B9WMT3
CAL0000160132	B9W919
CAL0000160134	B9W7L4
CAL0000160138	B9WEL6
CAL0000160136	B9WLL0
CAL0000160140	B9WCI4
CAL0000160142	B9WL04
CAL0000160146	B9WH30
CAL0000160144	B9WME7
CAL0000160148	B9WKJ0
CAL0000160150	B9WI34
CAL0000160152	B9WAD2
CAL0000160154	B9WEX4
CAL0000160158	B9WD13
CAL0000160160	B9WG51
CAL0000160162	B9WCR1
CAL0000160164	B9WBJ6
CAL0000160166	B9WBA8
CAL0000160168	B9WHR2
CAL0000160174	B9WIG4
CAL0000160180	B9WHW1
CAL0000160182	B9W8L0
CAL0000160184	B9W6R5
CAL0000160186	B9WJT2
CAL0000160188	B9WC88
CAL0000160190	B9WJC1
CAL0000160192	B9WH92
CAL0000160196	B9WDK5
CAL0000160194	B9WF71
CAL0000160199	B9W9S6
CAL0000160201	B9W701
CAL0000160203	B9W8U4
CAL0000160205	B9WGC9
CAL0000160207	B9WAL5
CAL0000160209	B9WM13
CAL0000160211	B9WID1
CAL0000160213	B9WB49
CAL0000160215	B9WD24
CAL0000160217	B9WBP6
CAL0000160221	B9WDA1
CAL0000160219	B9WGE8
CAL0000160223	B9WG37
CAL0000160225	B9WCE0
CAL0000160227	B9WBP8
CAL0000160229	B9WAL6
CAL0000160231	B9WHI7
CAL0000160233	B9WED9
CAL0000160235	B9WKD8
CAL0000160239	B9WKG1
CAL0000160237	B9WKN5
CAL0000160241	B9W955
CAL0000160243	B9WHC0
CAL0000160245	B9WAF4
CAL0000160249	B9WBL6
CAL0000160251	B9WI69
CAL0000160255	B9WFW9
CAL0000160257	B9WGF8
CAL0000160261	B9WAW3
CAL0000160263	B9W7F5
CAL0000160265	B9W931
CAL0000160267	B9W835
CAL0000160269	B9W8M1
CAL0000160271	B9W7T3
CAL0000160273	B9W7E0
CAL0000160275	B9WEX9
CAL0000160279	B9WIQ2
CAL0000160281	B9WMT9
CAL0000160283	B9WGC3
CAL0000160285	B9WAA4
CAL0000160287	B9WN54
CAL0000160289	B9WIS6
CAL0000160291	B9WKI5
CAL0000160293	B9WL07
CAL0000160299	B9WI19
CAL0000160297	B9WLN0
CAL0000160301	B9WCW5
CAL0000160303	B9W969
CAL0000160305	B9WF37
CAL0000160307	B9WKI7
CAL0000160309	B9WLP0
CAL0000160311	B9W9Z3
CAL0000160313	B9W8G8
CAL0000160321	B9WEW0
CAL0000160317	B9WGE3
CAL0000160319	B9WFD8
CAL0000160315	B9WMV0
CAL0000160323	B9WAU4
