http://www.candidagenome.org/download/External_id_mappings/gp2protein.cgd.gz
CGD:CAL0000193101	UniProtKB:Q5A0W9
CGD:CAL0000180860	UniProtKB:A0A1D8PCP4
CGD:CAL0000180862	UniProtKB:Q59X24
CGD:CAL0000180864	UniProtKB:Q59SS4
CGD:CAL0000194989	UniProtKB:Q5A3K1
CGD:CAL0000180870	UniProtKB:A0A1D8PTX5
CGD:CAL0000180872	UniProtKB:A0A1D8PU27
CGD:CAL0000194999	UniProtKB:A0A1D8PDD0
CGD:CAL0000195005	UniProtKB:A0A1D8PTD0
CGD:CAL0000195007	UniProtKB:Q5A7M2
CGD:CAL0000180882	UniProtKB:A0A1D8PM56
CGD:CAL0000195009	UniProtKB:A0A1D8PRY4
CGD:CAL0000180894	UniProtKB:A0A1D8PK40
CGD:CAL0000195020	UniProtKB:A0A1D8PRP6
CGD:CAL0000195024	UniProtKB:A0A1D8PTE1
CGD:CAL0000195026	UniProtKB:A0A1D8PUB3
CGD:CAL0000180902	UniProtKB:A0A1D8PJE3
CGD:CAL0000195028	UniProtKB:A0A1D8PTJ3
CGD:CAL0000180910	UniProtKB:A0A1D8PP79
CGD:CAL0000180912	UniProtKB:Q5A7Q5
CGD:CAL0000195030	UniProtKB:A0A1D8PJQ5
CGD:CAL0000180914	UniProtKB:Q5AJY2
CGD:CAL0000180920	UniProtKB:A0A1D8PLH4
CGD:CAL0000180922	UniProtKB:A0A1D8PTH4
CGD:CAL0000180924	UniProtKB:Q5A0I7
CGD:CAL0000180926	UniProtKB:Q5ANM7
CGD:CAL0000180932	UniProtKB:A0A1D8PFL6
CGD:CAL0000180939	UniProtKB:A0A1D8PRI7
CGD:CAL0000195060	UniProtKB:A0A1D8PPF8
CGD:CAL0000195062	UniProtKB:Q5A7B3
CGD:CAL0000180943	UniProtKB:A0A1D8PPE7
CGD:CAL0000195070	UniProtKB:A0A1D8PEF2
CGD:CAL0000195074	UniProtKB:A0A1D8PTN4
CGD:CAL0000195072	UniProtKB:Q59M00
CGD:CAL0000195080	UniProtKB:A0A1D8PJ94
CGD:CAL0000180955	UniProtKB:A0A1D8PRZ8
CGD:CAL0000195096	UniProtKB:A0A1D8PGS7
CGD:CAL0000195094	UniProtKB:Q5AND8
CGD:CAL0000180963	UniProtKB:A0A1D8PMM7
CGD:CAL0000180969	UniProtKB:Q5A030
CGD:CAL0000195098	UniProtKB:A0A1D8PHT8
CGD:CAL0000180973	UniProtKB:Q59MV3
CGD:CAL0000180975	UniProtKB:A0A1D8PT17
CGD:CAL0000195103	UniProtKB:A0A1D8PDV7
CGD:CAL0000195111	UniProtKB:A0A1D8PIL7
CGD:CAL0000180979	UniProtKB:A0A1D8PN35
CGD:CAL0000180987	UniProtKB:A0A1D8PJ90
CGD:CAL0000195119	UniProtKB:A0A1D8PR19
CGD:CAL0000180993	UniProtKB:Q59VH5
CGD:CAL0000180995	UniProtKB:A0A1D8PH43
CGD:CAL0000195123	UniProtKB:A0A1D8PM53
CGD:CAL0000180997	UniProtKB:A0A1D8PIA3
CGD:CAL0000195135	UniProtKB:A0A1D8PNE9
CGD:CAL0000181003	UniProtKB:A0A1D8PMC0
CGD:CAL0000195141	UniProtKB:Q5AEB5
CGD:CAL0000195149	UniProtKB:A0A1D8PU90
CGD:CAL0000181007	UniProtKB:A0A1D8PNI8
CGD:CAL0000181011	UniProtKB:A0A1D8PN78
CGD:CAL0000181019	UniProtKB:A0A1D8PPP6
CGD:CAL0000195151	UniProtKB:A0A1D8PG47
CGD:CAL0000181025	UniProtKB:A0A1D8PE39
CGD:CAL0000181027	UniProtKB:Q5APE9
CGD:CAL0000181031	UniProtKB:A0A1D8PH55
CGD:CAL0000181033	UniProtKB:A0A1D8PKD6
CGD:CAL0000181035	UniProtKB:A0A1D8PLP3
CGD:CAL0000181037	UniProtKB:A0A1D8PMB8
CGD:CAL0000195155	UniProtKB:Q5AH20
CGD:CAL0000181045	UniProtKB:A0A1D8PHL7
CGD:CAL0000181049	UniProtKB:A0A1D8PHY8
CGD:CAL0000181051	UniProtKB:A0A1D8PPT0
CGD:CAL0000181056	UniProtKB:A0A1D8PFV7
CGD:CAL0000181062	UniProtKB:A0A1D8PKU6
CGD:CAL0000181066	UniProtKB:A0A1D8PD23
CGD:CAL0000181076	UniProtKB:Q5AF62
CGD:CAL0000195175	UniProtKB:Q5AI84
CGD:CAL0000181082	UniProtKB:Q5A9D6
CGD:CAL0000195177	UniProtKB:A0A1D8PIL8
CGD:CAL0000181088	UniProtKB:A0A1D8PG89
CGD:CAL0000195179	UniProtKB:A0A1D8PNI0
CGD:CAL0000181092	UniProtKB:Q5AD47
CGD:CAL0000181096	UniProtKB:A0A1D8PQ90
CGD:CAL0000195185	UniProtKB:A0A1D8PPU4
CGD:CAL0000181106	UniProtKB:A0A1D8PMC3
CGD:CAL0000195192	UniProtKB:A0A1D8PME2
CGD:CAL0000195196	UniProtKB:A0A1D8PRC1
CGD:CAL0000195198	UniProtKB:A0A1D8PDN4
CGD:CAL0000195204	UniProtKB:A0A1D8PQ62
CGD:CAL0000195202	UniProtKB:A0A1D8PGA3
CGD:CAL0000181121	UniProtKB:Q5AD24
CGD:CAL0000181125	UniProtKB:A0A1D8PS23
CGD:CAL0000181129	UniProtKB:Q5AFC5
CGD:CAL0000181131	UniProtKB:A0A1D8PS00
CGD:CAL0000181133	UniProtKB:Q5AGW7
CGD:CAL0000181135	UniProtKB:Q5A0Z9
CGD:CAL0000195219	UniProtKB:Q5A5R0
CGD:CAL0000181139	UniProtKB:Q5A1L9
CGD:CAL0000195229	UniProtKB:Q5A885
CGD:CAL0000181143	UniProtKB:A0A1D8PLN7
CGD:CAL0000181141	UniProtKB:A0A1D8PNL5
CGD:CAL0000195241	UniProtKB:A0A1D8PQ29
CGD:CAL0000181158	UniProtKB:A0A1D8PE86
CGD:CAL0000195243	UniProtKB:Q5A926
CGD:CAL0000181162	UniProtKB:A0A1D8PS06
CGD:CAL0000195247	UniProtKB:Q5A5Q8
CGD:CAL0000181168	UniProtKB:A0A1D8PD63
CGD:CAL0000195251	UniProtKB:Q5A7P9
CGD:CAL0000181172	UniProtKB:A0A1D8PMR5
CGD:CAL0000181174	UniProtKB:Q59Q34
CGD:CAL0000181180	UniProtKB:A0A1D8PH37
CGD:CAL0000195261	UniProtKB:A0A1D8PJG8
CGD:CAL0000181192	UniProtKB:A0A1D8PIL3
CGD:CAL0000195269	UniProtKB:Q5A9E6
CGD:CAL0000195273	UniProtKB:A0A1D8PHD8
CGD:CAL0000181204	UniProtKB:Q5A3L7
CGD:CAL0000195275	UniProtKB:A0A1D8PGA6
CGD:CAL0000195277	UniProtKB:A0A1D8PE64
CGD:CAL0000195279	UniProtKB:Q5AMQ8
CGD:CAL0000181206	UniProtKB:A0A1D8PES9
CGD:CAL0000195285	UniProtKB:Q5AEI1
CGD:CAL0000195287	UniProtKB:A0A1D8PIN7
CGD:CAL0000195289	UniProtKB:A0A1D8PCY8
CGD:CAL0000195291	UniProtKB:A0A1D8PCZ1
CGD:CAL0000195293	UniProtKB:A0A1D8PT74
CGD:CAL0000181218	UniProtKB:A0A1D8PQM3
CGD:CAL0000195295	UniProtKB:A0A1D8PIK1
CGD:CAL0000195297	UniProtKB:A0A1D8PDX1
CGD:CAL0000181233	UniProtKB:Q5AKW4
CGD:CAL0000181235	UniProtKB:Q5A5P1
CGD:CAL0000181241	UniProtKB:A0A1D8PPQ0
CGD:CAL0000181245	UniProtKB:Q5AMN4
CGD:CAL0000181249	UniProtKB:A0A1D8PE76
CGD:CAL0000181251	UniProtKB:A0A1D8PNP7
CGD:CAL0000195314	UniProtKB:A0A1D8PQ38
CGD:CAL0000195316	UniProtKB:A0A1D8PG31
CGD:CAL0000195320	UniProtKB:A0A1D8PQ13
CGD:CAL0000181267	UniProtKB:Q59WE9
CGD:CAL0000181277	UniProtKB:A0A1D8PCX6
CGD:CAL0000181279	UniProtKB:Q59Z54
CGD:CAL0000181283	UniProtKB:Q59V65
CGD:CAL0000195334	UniProtKB:A0A1D8PLX4
CGD:CAL0000195336	UniProtKB:A0A1D8PPA1
CGD:CAL0000181289	UniProtKB:A0A1D8PDX4
CGD:CAL0000195342	UniProtKB:A0A1D8PHF7
CGD:CAL0000195354	UniProtKB:A0A1D8PSD9
CGD:CAL0000195352	UniProtKB:A0A1D8PIE7
CGD:CAL0000181297	UniProtKB:Q5A7K7
CGD:CAL0000195360	UniProtKB:A0A1D8PE36
CGD:CAL0000195364	UniProtKB:Q5ACV3
CGD:CAL0000181309	UniProtKB:Q5APD0
CGD:CAL0000195370	UniProtKB:A0A1D8PN51
CGD:CAL0000195376	UniProtKB:A0A1D8PTD9
CGD:CAL0000195378	UniProtKB:A0A1D8PCG4
CGD:CAL0000181317	UniProtKB:Q5A318
CGD:CAL0000181319	UniProtKB:Q5AL11
CGD:CAL0000181321	UniProtKB:Q5ANC7
CGD:CAL0000195380	UniProtKB:Q59LQ6
CGD:CAL0000195392	UniProtKB:Q59M48
CGD:CAL0000195388	UniProtKB:A0A1D8PSJ8
CGD:CAL0000195396	UniProtKB:A0A1D8PLD8
CGD:CAL0000195400	UniProtKB:Q5A5P7
CGD:CAL0000195406	UniProtKB:Q5AH51
CGD:CAL0000195404	UniProtKB:A0A1D8PF76
CGD:CAL0000195410	UniProtKB:A0A1D8PQ25
CGD:CAL0000195416	UniProtKB:Q5AGV8
CGD:CAL0000181337	UniProtKB:Q5A3K5
CGD:CAL0000195418	UniProtKB:A0A1D8PFU6
CGD:CAL0000195426	UniProtKB:Q5AI75
CGD:CAL0000195424	UniProtKB:Q5ALW4
CGD:CAL0000181339	UniProtKB:Q59Z50
CGD:CAL0000195422	UniProtKB:A0A1D8PKF3
CGD:CAL0000181343	UniProtKB:Q5A857
CGD:CAL0000181351	UniProtKB:A0A1D8PL99
CGD:CAL0000181355	UniProtKB:A0A1D8PGJ9
CGD:CAL0000195436	UniProtKB:A0A1D8PIH2
CGD:CAL0000195447	UniProtKB:A0A1D8PDG0
CGD:CAL0000181361	UniProtKB:A0A1D8PIC4
CGD:CAL0000195455	UniProtKB:A0A1D8PHR4
CGD:CAL0000181365	UniProtKB:A0A1D8PI48
CGD:CAL0000181363	UniProtKB:A0A1D8PN88
CGD:CAL0000195457	UniProtKB:A0A1D8PNM4
CGD:CAL0000195459	UniProtKB:Q59ZG1
CGD:CAL0000181372	UniProtKB:A0A1D8PQH5
CGD:CAL0000195461	UniProtKB:A0A1D8PJ14
CGD:CAL0000195467	UniProtKB:A0A1D8PN37
CGD:CAL0000195469	UniProtKB:Q5A8A6
CGD:CAL0000181384	UniProtKB:A0A1D8PEW9
CGD:CAL0000195473	UniProtKB:A0A1D8PSS6
CGD:CAL0000181390	UniProtKB:A0A1D8PNX8
CGD:CAL0000195471	UniProtKB:A0A1D8PE78
CGD:CAL0000195479	UniProtKB:A0A1D8PMU5
CGD:CAL0000195483	UniProtKB:Q5AH77
CGD:CAL0000195481	UniProtKB:A0A1D8PQ18
CGD:CAL0000195487	UniProtKB:A0A1D8PRG5
CGD:CAL0000195493	UniProtKB:Q5AA38
CGD:CAL0000195495	UniProtKB:A0A1D8PJZ6
CGD:CAL0000181402	UniProtKB:A0A1D8PTL1
CGD:CAL0000195497	UniProtKB:A0A1D8PSU2
CGD:CAL0000195505	UniProtKB:A0A1D8PSU7
CGD:CAL0000195503	UniProtKB:A0A1D8PS44
CGD:CAL0000195509	UniProtKB:A0A1D8PQJ8
CGD:CAL0000195513	UniProtKB:Q5ALJ2
CGD:CAL0000195519	UniProtKB:A0A1D8PPE3
CGD:CAL0000181418	UniProtKB:Q5APD5
CGD:CAL0000181424	UniProtKB:A0A1D8PJE8
CGD:CAL0000195534	UniProtKB:Q5ANE2
CGD:CAL0000181436	UniProtKB:Q5A1M5
CGD:CAL0000195538	UniProtKB:A0A1D8PPM2
CGD:CAL0000181438	UniProtKB:A0A1D8PJ12
CGD:CAL0000195544	UniProtKB:Q59QT6
CGD:CAL0000181440	UniProtKB:A0A1D8PNS6
CGD:CAL0000195554	UniProtKB:A0A1D8PQQ6
CGD:CAL0000195552	UniProtKB:A0A1D8PFP9
CGD:CAL0000181444	UniProtKB:A0A1D8PI71
CGD:CAL0000181446	UniProtKB:Q59YD2
CGD:CAL0000181452	UniProtKB:A0A1D8PH99
CGD:CAL0000195559	UniProtKB:A0A1D8PTZ9
CGD:CAL0000181460	UniProtKB:Q59SM8
CGD:CAL0000181464	UniProtKB:A0A1D8PEV2
CGD:CAL0000181468	UniProtKB:A0A1D8PFI3
CGD:CAL0000195565	UniProtKB:A0A1D8PEY9
CGD:CAL0000195573	UniProtKB:A0A1D8PGW9
CGD:CAL0000181470	UniProtKB:A0A1D8PTC5
CGD:CAL0000195579	UniProtKB:Q5ADL6
CGD:CAL0000195583	UniProtKB:Q5AIB5
CGD:CAL0000195590	UniProtKB:A0A1D8PSD5
CGD:CAL0000195588	UniProtKB:A0A1D8PJ06
CGD:CAL0000181478	UniProtKB:A0A1D8PKI6
CGD:CAL0000195592	UniProtKB:A0A1D8PPV9
CGD:CAL0000195594	UniProtKB:Q5ABD2
CGD:CAL0000181490	UniProtKB:A0A1D8PPP9
CGD:CAL0000195596	UniProtKB:Q5ABE0
CGD:CAL0000195606	UniProtKB:A0A1D8PEU9
CGD:CAL0000195604	UniProtKB:A0A1D8PLV7
CGD:CAL0000181494	UniProtKB:A0A1D8PSD4
CGD:CAL0000181496	UniProtKB:A0A1D8PCM4
CGD:CAL0000195614	UniProtKB:A0A1D8PSC8
CGD:CAL0000195620	UniProtKB:Q5ANL4
CGD:CAL0000195622	UniProtKB:A0A1D8PF79
CGD:CAL0000195626	UniProtKB:Q5AC28
CGD:CAL0000181504	UniProtKB:A0A1D8PP38
CGD:CAL0000181508	UniProtKB:Q59MZ8
CGD:CAL0000181510	UniProtKB:A0A1D8PQG0
CGD:CAL0000181512	UniProtKB:A0A1D8PU33
CGD:CAL0000181516	UniProtKB:A0A1D8PL54
CGD:CAL0000195634	UniProtKB:A0A1D8PRN3
CGD:CAL0000195638	UniProtKB:Q5AGC6
CGD:CAL0000195642	UniProtKB:Q5AKX4
CGD:CAL0000195640	UniProtKB:A0A1D8PJ76
CGD:CAL0000195644	UniProtKB:A0A1D8PI58
CGD:CAL0000181530	UniProtKB:A0A1D8PND5
CGD:CAL0000181534	UniProtKB:A0A1D8PGD2
CGD:CAL0000195650	UniProtKB:A0A1D8PHV8
CGD:CAL0000181538	UniProtKB:A0A1D8PNX1
CGD:CAL0000195654	UniProtKB:A0A1D8PDC7
CGD:CAL0000181542	UniProtKB:A0A1D8PLM5
CGD:CAL0000195658	UniProtKB:Q5A7R4
CGD:CAL0000181546	UniProtKB:A0A1D8PTH8
CGD:CAL0000181548	UniProtKB:Q5A7K2
CGD:CAL0000195667	UniProtKB:Q59SU6
CGD:CAL0000195675	UniProtKB:Q5AEE2
CGD:CAL0000195677	UniProtKB:A0A1D8PT93
CGD:CAL0000195679	UniProtKB:A0A1D8PNU9
CGD:CAL0000181552	UniProtKB:A0A1D8PHZ9
CGD:CAL0000181558	UniProtKB:A0A1D8PGN0
CGD:CAL0000181566	UniProtKB:A0A1D8PTF6
CGD:CAL0000181570	UniProtKB:A0A1D8PC76
CGD:CAL0000195695	UniProtKB:Q59M47
CGD:CAL0000181576	UniProtKB:Q5A875
CGD:CAL0000181580	UniProtKB:A0A1D8PGJ2
CGD:CAL0000181582	UniProtKB:Q5A2J4
CGD:CAL0000195699	UniProtKB:A0A1D8PF32
CGD:CAL0000181584	UniProtKB:A0A1D8PMC4
CGD:CAL0000195705	UniProtKB:Q5AH24
CGD:CAL0000181590	UniProtKB:Q59WC1
CGD:CAL0000195709	UniProtKB:A0A1D8PQ56
CGD:CAL0000195707	UniProtKB:A0A1D8PKN5
CGD:CAL0000181594	UniProtKB:A0A1D8PI68
CGD:CAL0000195713	UniProtKB:A0A1D8PDW7
CGD:CAL0000181604	UniProtKB:A0A1D8PQN2
CGD:CAL0000195719	UniProtKB:A0A1D8PR08
CGD:CAL0000195725	UniProtKB:Q59Q77
CGD:CAL0000181614	UniProtKB:A0A1D8PP41
CGD:CAL0000181616	UniProtKB:Q5ABB0
CGD:CAL0000181620	UniProtKB:A0A1D8PC43
CGD:CAL0000181624	UniProtKB:A0A1D8PHR0
CGD:CAL0000195741	UniProtKB:Q59WJ8
CGD:CAL0000181633	UniProtKB:A0A1D8PRA7
CGD:CAL0000181635	UniProtKB:Q59MQ8
CGD:CAL0000181639	UniProtKB:A0A1D8PSM6
CGD:CAL0000195753	UniProtKB:Q5AGW4
CGD:CAL0000181643	UniProtKB:A0A1D8PF90
CGD:CAL0000181647	UniProtKB:Q5AIA6
CGD:CAL0000195761	UniProtKB:A0A1D8PFD1
CGD:CAL0000195769	UniProtKB:A0A1D8PI22
CGD:CAL0000195767	UniProtKB:A0A1D8PI24
CGD:CAL0000195779	UniProtKB:Q5A876
CGD:CAL0000181651	UniProtKB:Q5ANH7
CGD:CAL0000181655	UniProtKB:A0A1D8PTB7
CGD:CAL0000195785	UniProtKB:A0A1D8PHJ5
CGD:CAL0000181663	UniProtKB:Q5AI09
CGD:CAL0000181665	UniProtKB:Q5ANJ9
CGD:CAL0000181667	UniProtKB:A0A1D8PLS2
CGD:CAL0000181671	UniProtKB:A0A1D8PDQ4
CGD:CAL0000181673	UniProtKB:Q5AA47
CGD:CAL0000195791	UniProtKB:Q5ABB8
CGD:CAL0000195793	UniProtKB:Q59QT5
CGD:CAL0000181678	UniProtKB:Q5A3M0
CGD:CAL0000181686	UniProtKB:A0A1D8PL02
CGD:CAL0000195799	UniProtKB:A0A1D8PN59
CGD:CAL0000195801	UniProtKB:A0A1D8PJ89
CGD:CAL0000181692	UniProtKB:A0A1D8PT88
CGD:CAL0000195807	UniProtKB:Q5A753
CGD:CAL0000181698	UniProtKB:A0A1D8PH11
CGD:CAL0000195809	UniProtKB:A0A1D8PNJ5
CGD:CAL0000181700	UniProtKB:A0A1D8PDR3
CGD:CAL0000195815	UniProtKB:Q5A0V9
CGD:CAL0000181702	UniProtKB:Q59QB7
CGD:CAL0000181704	UniProtKB:Q5A4L3
CGD:CAL0000181708	UniProtKB:Q5ALI9
CGD:CAL0000195829	UniProtKB:G1UB68
CGD:CAL0000195827	UniProtKB:A0A1D8PDG9
CGD:CAL0000195825	UniProtKB:Q5AN95
CGD:CAL0000181714	UniProtKB:A0A1D8PS84
CGD:CAL0000181720	UniProtKB:A0A1D8PM19
CGD:CAL0000195835	UniProtKB:A0A1D8PHU2
CGD:CAL0000195837	UniProtKB:Q5A3K8
CGD:CAL0000195843	UniProtKB:A0A1D8PQP2
CGD:CAL0000195841	UniProtKB:Q5AD37
CGD:CAL0000195853	UniProtKB:A0A1D8PCG5
CGD:CAL0000195855	UniProtKB:A0A1D8PJT1
CGD:CAL0000195857	UniProtKB:Q5AL47
CGD:CAL0000195863	UniProtKB:A0A1D8PIM2
CGD:CAL0000181737	UniProtKB:A0A1D8PCX8
CGD:CAL0000181743	UniProtKB:A0A1D8PH77
CGD:CAL0000195874	UniProtKB:Q5A967
CGD:CAL0000181747	UniProtKB:A0A1D8PNU2
CGD:CAL0000195876	UniProtKB:A0A1D8PG16
CGD:CAL0000181753	UniProtKB:A0A1D8PI26
CGD:CAL0000195878	UniProtKB:A0A1D8PNV5
CGD:CAL0000181755	UniProtKB:A0A1D8PN67
CGD:CAL0000181763	UniProtKB:Q5AH01
CGD:CAL0000195894	UniProtKB:A0A1D8PQA1
CGD:CAL0000181781	UniProtKB:A0A1D8PDB2
CGD:CAL0000181785	UniProtKB:A0A1D8PD38
CGD:CAL0000181789	UniProtKB:Q59Q01
CGD:CAL0000181791	UniProtKB:A0A1D8PQS6
CGD:CAL0000181793	UniProtKB:A0A1D8PG77
CGD:CAL0000181799	UniProtKB:Q5AMP4
CGD:CAL0000195918	UniProtKB:A0A1D8PPT3
CGD:CAL0000195916	UniProtKB:A0A1D8PPG6
CGD:CAL0000195920	UniProtKB:A0A1D8PTC8
CGD:CAL0000181815	UniProtKB:A0A1D8PEX1
CGD:CAL0000181817	UniProtKB:A0A1D8PEI0
CGD:CAL0000181819	UniProtKB:A0A1D8PT62
CGD:CAL0000181821	UniProtKB:A0A1D8PQZ0
CGD:CAL0000181825	UniProtKB:Q59X93
CGD:CAL0000181829	UniProtKB:A0A1D8PRX4
CGD:CAL0000195938	UniProtKB:A0A1D8PI65
CGD:CAL0000195942	UniProtKB:Q59WW8
CGD:CAL0000181835	UniProtKB:A0A1D8PIV7
CGD:CAL0000181837	UniProtKB:Q5A679
CGD:CAL0000195956	UniProtKB:Q59M50
CGD:CAL0000181841	UniProtKB:A0A1D8PSE5
CGD:CAL0000181843	UniProtKB:A0A1D8PSC7
CGD:CAL0000181847	UniProtKB:A0A1D8PP04
CGD:CAL0000195964	UniProtKB:A0A1D8PHU5
CGD:CAL0000195962	UniProtKB:Q5ANB9
CGD:CAL0000195960	UniProtKB:A0A1D8PKX8
CGD:CAL0000181853	UniProtKB:A0A1D8PDF0
CGD:CAL0000181855	UniProtKB:A0A1D8PMP1
CGD:CAL0000181864	UniProtKB:A0A1D8PQL7
CGD:CAL0000181870	UniProtKB:Q5AGA8
CGD:CAL0000181874	UniProtKB:Q59X89
CGD:CAL0000195976	UniProtKB:A0A1D8PS42
CGD:CAL0000181878	UniProtKB:A0A1D8PQE3
CGD:CAL0000181880	UniProtKB:A0A1D8PFD3
CGD:CAL0000181882	UniProtKB:A0A1D8PHU1
CGD:CAL0000181888	UniProtKB:Q5AD17
CGD:CAL0000181890	UniProtKB:A0A1D8PL91
CGD:CAL0000181892	UniProtKB:Q5A7P6
CGD:CAL0000195996	UniProtKB:A0A1D8PP19
CGD:CAL0000181894	UniProtKB:A0A1D8PQ89
CGD:CAL0000181896	UniProtKB:Q5AC00
CGD:CAL0000181901	UniProtKB:A0A1D8PHC5
CGD:CAL0000196010	UniProtKB:A0A1D8PSQ3
CGD:CAL0000196012	UniProtKB:Q5AJZ5
CGD:CAL0000196014	UniProtKB:A0A1D8PHJ7
CGD:CAL0000181921	UniProtKB:A0A1D8PLB6
CGD:CAL0000181923	UniProtKB:Q59X74
CGD:CAL0000181929	UniProtKB:Q5AJF7
CGD:CAL0000196031	UniProtKB:Q5A7Q9
CGD:CAL0000196029	UniProtKB:A0A1D8PKH2
CGD:CAL0000181935	UniProtKB:A0A1D8PK81
CGD:CAL0000181937	UniProtKB:Q5ANL3
CGD:CAL0000181939	UniProtKB:A0A1D8PQC8
CGD:CAL0000196049	UniProtKB:A0A1D8PSP5
CGD:CAL0000196055	UniProtKB:Q5A4P1
CGD:CAL0000196053	UniProtKB:A0A1D8PPA2
CGD:CAL0000181943	UniProtKB:Q59US4
CGD:CAL0000181949	UniProtKB:A0A1D8PEG1
CGD:CAL0000196062	UniProtKB:A0A1D8PH10
CGD:CAL0000181961	UniProtKB:A0A1D8PJQ4
CGD:CAL0000181965	UniProtKB:Q59Q31
CGD:CAL0000196074	UniProtKB:A0A1D8PPS8
CGD:CAL0000196079	UniProtKB:A0A1D8PEB8
CGD:CAL0000196081	UniProtKB:A0A1D8PPP4
CGD:CAL0000181983	UniProtKB:A0A1D8PHB1
CGD:CAL0000181985	UniProtKB:A0A1D8PU67
CGD:CAL0000196095	UniProtKB:Q5A7M8
CGD:CAL0000181995	UniProtKB:A0A1D8PIE4
CGD:CAL0000196106	UniProtKB:A0A1D8PK95
CGD:CAL0000196104	UniProtKB:A0A1D8PL74
CGD:CAL0000196122	UniProtKB:A0A1D8PJR5
CGD:CAL0000196120	UniProtKB:A0A1D8PLM0
CGD:CAL0000182003	UniProtKB:Q5ACV4
CGD:CAL0000182005	UniProtKB:Q5A1X9
CGD:CAL0000182007	UniProtKB:A0A1D8PDH0
CGD:CAL0000196133	UniProtKB:A0A1D8PNC3
CGD:CAL0000182014	UniProtKB:Q5A5B2
CGD:CAL0000182022	UniProtKB:Q5AA01
CGD:CAL0000182028	UniProtKB:A0A1D8PRM0
CGD:CAL0000196151	UniProtKB:A0A1D8PMG5
CGD:CAL0000182032	UniProtKB:Q5A3M5
CGD:CAL0000182034	UniProtKB:A0A1D8PFW8
CGD:CAL0000196161	UniProtKB:Q5AAV6
CGD:CAL0000196177	UniProtKB:A0A1D8PU52
CGD:CAL0000182046	UniProtKB:A0A1D8PH67
CGD:CAL0000196185	UniProtKB:A0A1D8PND4
CGD:CAL0000182050	UniProtKB:A0A1D8PMB1
CGD:CAL0000182058	UniProtKB:Q5A6R7
CGD:CAL0000196194	UniProtKB:Q5AKW7
CGD:CAL0000182064	UniProtKB:Q59T80
CGD:CAL0000182066	UniProtKB:A0A1D8PLA0
CGD:CAL0000196198	UniProtKB:Q5AJA6
CGD:CAL0000182072	UniProtKB:A0A1D8PP17
CGD:CAL0000182081	UniProtKB:Q5AEJ0
CGD:CAL0000182087	UniProtKB:A0A1D8PDI2
CGD:CAL0000196212	UniProtKB:Q5ADP8
CGD:CAL0000182091	UniProtKB:A0A1D8PJR3
CGD:CAL0000196224	UniProtKB:A0A1D8PCZ2
CGD:CAL0000182095	UniProtKB:Q59P43
CGD:CAL0000196240	UniProtKB:A0A1D8PQA8
CGD:CAL0000196256	UniProtKB:A0A1D8PK69
CGD:CAL0000196260	UniProtKB:Q59YF2
CGD:CAL0000196264	UniProtKB:A0A1D8PSS3
CGD:CAL0000196266	UniProtKB:A0A1D8PKH4
CGD:CAL0000182119	UniProtKB:A0A1D8PMP7
CGD:CAL0000182125	UniProtKB:A0A1D8PGI9
CGD:CAL0000182127	UniProtKB:G1U9X7
CGD:CAL0000182129	UniProtKB:A0A1D8PHW7
CGD:CAL0000182133	UniProtKB:Q59TU5
CGD:CAL0000182139	UniProtKB:A0A1D8PDL7
CGD:CAL0000182141	UniProtKB:A0A1D8PU42
CGD:CAL0000196288	UniProtKB:A0A1D8PET4
CGD:CAL0000182143	UniProtKB:Q5A0Y0
CGD:CAL0000182145	UniProtKB:Q5APC5
CGD:CAL0000182147	UniProtKB:A0A1D8PQ06
CGD:CAL0000196292	UniProtKB:A0A1D8PK82
CGD:CAL0000196300	UniProtKB:A0A1D8PJD6
CGD:CAL0000196298	UniProtKB:A0A1D8PK99
CGD:CAL0000196304	UniProtKB:Q5ADS5
CGD:CAL0000196306	UniProtKB:Q5A102
CGD:CAL0000196310	UniProtKB:A0A1D8PND1
CGD:CAL0000182165	UniProtKB:A0A1D8PL26
CGD:CAL0000182167	UniProtKB:A0A1D8PLD5
CGD:CAL0000182171	UniProtKB:Q59MF1
CGD:CAL0000182173	UniProtKB:A0A1D8PCW2
CGD:CAL0000196326	UniProtKB:A0A1D8PFV6
CGD:CAL0000196330	UniProtKB:A0A1D8PIF2
CGD:CAL0000196328	UniProtKB:Q5A653
CGD:CAL0000196332	UniProtKB:A0A1D8PMP5
CGD:CAL0000182181	UniProtKB:A0A1D8PFU8
CGD:CAL0000182185	UniProtKB:Q5AI87
CGD:CAL0000196336	UniProtKB:A0A1D8PEY6
CGD:CAL0000196334	UniProtKB:Q5A7S4
CGD:CAL0000182191	UniProtKB:A0A1D8PNH2
CGD:CAL0000182195	UniProtKB:Q5A001
CGD:CAL0000196344	UniProtKB:A0A1D8PIQ0
CGD:CAL0000182201	UniProtKB:A0A1D8PCS7
CGD:CAL0000196354	UniProtKB:A0A1D8PSU3
CGD:CAL0000196358	UniProtKB:A0A1D8PNL4
CGD:CAL0000196362	UniProtKB:A0A1D8PJH3
CGD:CAL0000196364	UniProtKB:A0A1D8PR28
CGD:CAL0000196366	UniProtKB:A0A1D8PS24
CGD:CAL0000182221	UniProtKB:Q5A4J5
CGD:CAL0000196372	UniProtKB:A0A1D8PJY0
CGD:CAL0000182223	UniProtKB:Q5ACY4
