From	To
Q5A4P2	XP_716710.1
A0A1D8PM77	XP_717184.2
A0A1D8PM13	XP_711539.2
A0A1D8PU18	XP_719312.1
Q59YF9	XP_714541.1
A0A1D8PQN6	XP_720327.2
Q5AHZ1	XP_721559.1
Q5A0I6	XP_715366.1
A0A1D8PKD3	XP_716625.1
Q5ADM4	XP_719911.1
Q59VY4	XP_713768.1
A0A1D8PEF8	XP_723413.2
Q5A2B1	XP_715865.1
Q5A199	XP_715574.1
A0A1D8PDY0	XP_019330662.1
Q5A938	XP_718119.1
A0A1D8PI10	XP_716025.1
A0A1D8PLJ9	XP_720501.2
A0A1D8PGG2	XP_722551.2
A0A1D8PLX8	XP_710087.2
A0A1D8PJ35	XP_718533.2
Q5A7A9	XP_717590.1
A0A1D8PGY0	XP_019330761.1
A0A1D8PFV8	XP_715015.1
A0A1D8PDM2	XP_718497.2
A0A1D8PMV1	XP_710509.2
Q5A9C1	XP_718212.1
A0A1D8PSZ0	XP_710369.1
A0A1D8PTD8	XP_712653.2
Q5A845	XP_717973.1
A0A1D8PPU9	XP_712496.1
Q5ADM0	XP_719914.1
Q5A7N7	XP_717801.1
A0A1D8PNA1	XP_714596.2
Q59RL1	XP_712311.1
Q5A9C6	XP_718207.1
A0A1D8PPV4	XP_712511.1
A0A1D8PTQ2	XP_716213.2
A0A1D8PF29	XP_019330699.1
Q59Q44	XP_711827.1
A0A1D8PLV0	XP_709954.2
A0A1D8PNM3	XP_019330967.1
Q59P48	XP_711480.1
A0A1D8PEM3	XP_723515.2
A0A1D8PMH2	XP_711866.2
A0A1D8PCR4	XP_721441.2
Q5AGX4	XP_721401.1
Q59NG2	XP_711260.1
A0A1D8PUC0	XP_719438.1
A0A1D8PS81	XP_710710.2
A0A1D8PR16	XP_721333.2
Q59QS1	XP_712034.1
Q5AL00	XP_722185.1
Q5ALX6	XP_722500.1
A0A1D8PJ59	XP_718517.2
A0A1D8PDP3	XP_718466.2
A0A1D8PTJ9	XP_710080.1
A0A1D8PL98	XP_722717.1
A0A1D8PRI9	XP_715208.1
A0A1D8PC73	XP_019330602.1
A0A1D8PTP4	XP_716239.2
A0A1D8PQ86	XP_718078.2
A0A1D8PQR2	XP_720306.1
Q59N43	XP_711141.1
A0A1D8PME8	XP_716573.2
A0A1D8PQ75	XP_718068.2
Q59SU0	XP_712730.1
A0A1D8PHS6	XP_714842.1
A0A1D8PJR2	XP_019330853.1
A0A1D8PGH8	XP_019330748.1
A0A1D8PT65	XP_713502.2
A0A1D8PSQ6	XP_717392.2
A0A1D8PJG0	XP_719926.2
Q59Z69	XP_714820.1
A0A1D8PI53	XP_714477.2
A0A1D8PMZ6	XP_716774.2
A0A1D8PH84	XP_710605.2
A0A1D8PCM7	XP_019330616.1
A0A1D8PU45	XP_719345.1
Q5A911	XP_718146.1
Q5AA13	XP_718492.1
A0A1D8PU64	XP_719363.1
A0A1D8PP23	XP_019330981.1
Q5AFD1	XP_720429.1
Q59N44	XP_710207.2
A0A1D8PRB7	XP_716956.2
Q5A647	XP_717247.1
Q5AND0	XP_723184.1
Q5A0W0	XP_715445.1
A0A1D8PI62	XP_716015.2
Q5AK46	XP_721883.1
A0A1D8PFL4	XP_019330716.1
Q59RN8	XP_712352.1
Q5AC22	XP_719093.1
Q5ADP4	XP_719893.1
Q5AHD5	XP_720984.1
A0A1D8PPG7	XP_714297.2
A0A1D8PU68	XP_719369.1
A0A1D8PQC6	XP_710423.2
A0A1D8PRB6	XP_711676.1
A0A1D8PQL3	XP_720355.1
A0A1D8PEG0	XP_723442.2
Q5A504	XP_716781.1
A0A1D8PF67	XP_713801.2
A0A1D8PDD8	XP_713571.2
A0A1D8PNW1	XP_721805.2
A0A1D8PH27	XP_720938.2
Q5AEJ3	XP_719973.1
A0A1D8PFY6	XP_715068.1
Q5A5T3	XP_717119.1
A0A1D8PLD7	XP_722681.2
Q59RR7	XP_712324.1
A0A1D8PEH7	XP_723450.2
A0A1D8PHL9	XP_711490.2
Q59VP4	XP_713653.1
A0A1D8PQW6	XP_019331030.1
Q5AND4	XP_723179.1
Q5A8L5	XP_718072.1
Q5ADY0	XP_719812.1
Q59V85	XP_441054.1
Q59WE1	XP_713873.1
A0A1D8PII5	XP_714564.2
A0A1D8PQ08	XP_719122.2
A0A1D8PEJ5	XP_723455.2
A0A1D8PH17	XP_720930.2
A0A1D8PNG2	XP_720571.2
A0A1D8PJH4	XP_719962.1
A0A1D8PNL8	XP_720640.2
Q5AH07	XP_721369.1
A0A1D8PNG6	XP_720573.2
Q59UH8	XP_713219.1
Q5AF55	XP_720503.1
A0A1D8PNJ2	XP_720623.2
A0A1D8PDE8	XP_713564.2
A0A1D8PGS6	XP_019330756.1
A0A1D8PIE2	XP_710681.2
A0A1D8PGB8	XP_722497.2
A0A1D8PGR3	XP_019330757.1
Q59ZG6	XP_714912.1
Q59PV8	XP_711727.1
A0A1D8PD55	XP_711968.2
Q5A3N5	XP_716304.1
Q5A7N9	XP_717800.1
Q59TN2	XP_709945.1
Q5ALV9	XP_722517.1
A0A1D8PTH2	XP_712341.2
A0A1D8PIE5	XP_714243.1
A0A1D8PMC9	XP_716552.2
A0A1D8PS46	XP_718267.2
A0A1D8PG06	XP_719562.2
A0A1D8PS08	XP_718220.2
Q59SJ6	XP_712630.1
Q5A397	XP_716208.1
A0A1D8PNC7	XP_714578.2
A0A1D8PNC7	XP_720527.2
A0A1D8PU14	XP_711293.1
A0A1D8PTF7	XP_712348.2
Q5A0H8	XP_715373.1
A0A1D8PCP4	XP_713778.2
Q59X24	XP_714278.1
Q59SS4	XP_712745.1
Q5A3K1	XP_716338.1
A0A1D8PTX5	XP_716465.1
A0A1D8PU27	XP_719314.1
A0A1D8PDD0	XP_019330646.1
A0A1D8PTD0	XP_712655.2
Q5A7M2	XP_717816.1
A0A1D8PM56	XP_717206.2
A0A1D8PRY4	XP_717916.2
A0A1D8PK40	XP_019330865.1
A0A1D8PRP6	XP_718642.1
A0A1D8PTE1	XP_713091.2
A0A1D8PUB3	XP_719421.1
A0A1D8PJE3	XP_019330840.1
A0A1D8PTJ3	XP_711143.2
A0A1D8PP79	XP_721937.2
Q5A7Q5	XP_717783.1
A0A1D8PJQ5	XP_720016.2
Q5AJY2	XP_721948.1
A0A1D8PLH4	XP_722645.1
A0A1D8PTH4	XP_712325.2
Q5A0I7	XP_715365.1
Q5ANM7	XP_723090.1
A0A1D8PFL6	XP_722162.2
A0A1D8PRI7	XP_715232.1
A0A1D8PPF8	XP_711316.1
Q5A7B3	XP_717587.1
A0A1D8PEF2	XP_711886.2
A0A1D8PTN4	XP_019331104.1
Q59M00	XP_710744.1
A0A1D8PJ94	XP_019330833.1
A0A1D8PRZ8	XP_718206.2
A0A1D8PGS7	XP_715330.2
Q5AND8	XP_723176.1
A0A1D8PMM7	XP_715527.2
Q5A030	XP_715135.1
A0A1D8PHT8	XP_714856.1
Q59MV3	XP_711052.1
A0A1D8PT17	XP_711709.2
A0A1D8PDV7	XP_718832.2
A0A1D8PIL7	XP_714417.2
A0A1D8PN35	XP_715725.2
A0A1D8PJ90	XP_721754.2
A0A1D8PR19	XP_721337.2
Q59VH5	XP_713568.1
A0A1D8PH43	XP_720923.2
A0A1D8PM53	XP_717204.2
A0A1D8PIA3	XP_714468.2
A0A1D8PNE9	XP_720556.2
A0A1D8PMC0	XP_716548.2
Q5AEB5	XP_720048.1
A0A1D8PU90	XP_719392.1
A0A1D8PNI8	XP_720603.2
A0A1D8PN78	XP_714620.2
A0A1D8PPP6	XP_716732.2
A0A1D8PG47	XP_719515.2
A0A1D8PE39	XP_019330672.1
Q5APE9	XP_723502.1
A0A1D8PH55	XP_720927.2
A0A1D8PLP3	XP_019330916.1
A0A1D8PMB8	XP_716543.2
Q5AH20	XP_721356.1
A0A1D8PHL7	XP_019330789.1
A0A1D8PHY8	XP_714873.2
A0A1D8PPT0	XP_710843.2
A0A1D8PFV7	XP_019330732.1
A0A1D8PKU6	XP_719839.2
A0A1D8PD23	XP_721560.2
Q5AF62	XP_720496.1
Q5AI84	XP_721468.1
Q5A9D6	XP_718197.1
A0A1D8PIL8	XP_714419.2
A0A1D8PG89	XP_719475.2
A0A1D8PNI0	XP_720600.2
Q5AD47	XP_719469.1
A0A1D8PQ90	XP_718088.2
A0A1D8PPU4	XP_712500.2
A0A1D8PMC3	XP_711445.2
A0A1D8PME2	XP_716563.2
A0A1D8PRC1	XP_711672.2
A0A1D8PDN4	XP_718479.2
A0A1D8PQ62	XP_019331012.1
A0A1D8PGA3	XP_019330746.1
Q5AD24	XP_719492.1
A0A1D8PS23	XP_718241.2
Q5AFC5	XP_720435.1
A0A1D8PS00	XP_718209.2
Q5AGW7	XP_721409.1
Q5A0Z9	XP_715406.1
Q5A5R0	XP_717142.1
Q5A1L9	XP_715738.1
Q5A885	XP_717934.1
A0A1D8PLN7	XP_720462.2
A0A1D8PNL5	XP_720654.2
A0A1D8PQ29	XP_719151.1
A0A1D8PE86	XP_717594.2
Q5A926	XP_718131.1
A0A1D8PS06	XP_718215.2
Q5A5Q8	XP_717144.1
A0A1D8PD63	XP_711958.2
Q5A7P9	XP_717789.1
A0A1D8PMR5	XP_715407.2
Q59Q34	XP_711837.1
A0A1D8PH37	XP_720928.2
A0A1D8PJG8	XP_719946.2
A0A1D8PIL3	XP_714536.2
Q5A9E6	XP_718187.1
A0A1D8PHD8	XP_714923.2
Q5A3L7	XP_716322.1
A0A1D8PGA6	XP_719443.2
A0A1D8PE64	XP_711723.2
Q5AMQ8	XP_722661.1
A0A1D8PES9	XP_723575.2
Q5AEI1	XP_719984.1
A0A1D8PIN7	XP_714411.2
A0A1D8PCY8	XP_721524.2
A0A1D8PCZ1	XP_721507.2
A0A1D8PT74	XP_710262.2
A0A1D8PQM3	XP_720353.1
A0A1D8PIK1	XP_714556.2
A0A1D8PDX1	XP_019330661.1
Q5AKW4	XP_722217.1
Q5A5P1	XP_717161.1
A0A1D8PPQ0	XP_019331003.1
Q5AMN4	XP_722684.1
A0A1D8PE76	XP_717606.2
A0A1D8PNP7	XP_711407.2
A0A1D8PQ38	XP_019331011.1
A0A1D8PG31	XP_719536.2
A0A1D8PQ13	XP_719136.2
Q59WE9	XP_713956.1
A0A1D8PCX6	XP_721504.2
Q59Z54	XP_714836.1
Q59V65	XP_713512.1
A0A1D8PLX4	XP_710540.2
A0A1D8PPA1	XP_710500.1
A0A1D8PDX4	XP_019330664.1
A0A1D8PHF7	XP_019330780.1
A0A1D8PSD9	XP_713232.2
A0A1D8PIE7	XP_712587.2
Q5A7K7	XP_717830.1
A0A1D8PE36	XP_711737.2
Q5ACV3	XP_719560.1
Q5APD0	XP_723521.1
A0A1D8PN51	XP_715711.2
A0A1D8PTD9	XP_712660.2
A0A1D8PCG4	XP_718148.2
Q5A318	XP_716282.1
Q5AL11	XP_722176.1
Q5ANC7	XP_723187.1
Q59LQ6	XP_710661.1
Q59M48	XP_710806.1
A0A1D8PSJ8	XP_019331076.1
A0A1D8PLD8	XP_722698.2
Q5A5P7	XP_717155.1
Q5AH51	XP_721328.1
A0A1D8PF76	XP_713008.2
A0A1D8PQ25	XP_719159.2
Q5AGV8	XP_721416.1
Q5A3K5	XP_716334.1
A0A1D8PFU6	XP_715013.1
Q5AI75	XP_721477.1
Q5ALW4	XP_722512.1
Q59Z50	XP_714840.1
A0A1D8PKF3	XP_019330877.1
Q5A857	XP_717962.1
A0A1D8PL99	XP_019330905.1
A0A1D8PGJ9	XP_722592.2
A0A1D8PIH2	XP_714531.2
A0A1D8PDG0	XP_713562.2
A0A1D8PHR4	XP_714829.2
A0A1D8PI48	XP_716038.2
A0A1D8PN88	XP_714611.2
A0A1D8PNM4	XP_720635.1
Q59ZG1	XP_714917.1
A0A1D8PQH5	XP_019331017.1
A0A1D8PJ14	XP_019330824.1
A0A1D8PN37	XP_715715.2
Q5A8A6	XP_717912.1
A0A1D8PEW9	XP_710024.2
A0A1D8PSS6	XP_717414.2
A0A1D8PNX8	XP_721824.2
A0A1D8PE78	XP_716539.2
A0A1D8PMU5	XP_710513.1
Q5AH77	XP_721299.1
A0A1D8PQ18	XP_719142.2
A0A1D8PRG5	XP_715237.1
Q5AA38	XP_718469.1
A0A1D8PJZ6	XP_710105.2
A0A1D8PTL1	XP_711050.2
A0A1D8PSU2	XP_717413.1
A0A1D8PSU7	XP_711093.2
A0A1D8PS44	XP_718272.2
A0A1D8PQJ8	XP_720376.1
Q5ALJ2	XP_722628.1
A0A1D8PPE3	XP_711246.2
Q5APD5	XP_723516.1
A0A1D8PJE8	XP_721701.2
Q5ANE2	XP_723172.1
Q5A1M5	XP_715732.1
A0A1D8PPM2	XP_716744.2
A0A1D8PJ12	XP_710648.2
Q59QT6	XP_712020.1
A0A1D8PNS6	XP_711426.1
A0A1D8PQQ6	XP_720326.2
A0A1D8PFP9	XP_019330728.1
A0A1D8PI71	XP_714460.2
Q59YD2	XP_714566.1
A0A1D8PH99	XP_710282.2
A0A1D8PTZ9	XP_716479.1
Q59SM8	XP_712654.1
A0A1D8PEV2	XP_711202.2
A0A1D8PFI3	XP_711562.2
A0A1D8PEY9	XP_019330692.1
A0A1D8PGW9	XP_720974.2
A0A1D8PTC5	XP_712658.1
Q5ADL6	XP_719918.1
Q5AIB5	XP_721437.1
A0A1D8PSD5	XP_715793.1
A0A1D8PJ06	XP_717762.2
A0A1D8PKI6	XP_716627.1
A0A1D8PPV9	XP_719075.2
Q5ABD2	XP_719000.1
A0A1D8PPP9	XP_716719.2
Q5ABE0	XP_718992.1
A0A1D8PEU9	XP_723588.2
A0A1D8PLV7	XP_709949.1
A0A1D8PSD4	XP_713243.2
A0A1D8PCM4	XP_713755.2
A0A1D8PSC8	XP_713255.2
Q5ANL4	XP_723103.1
A0A1D8PF79	XP_713020.2
Q5AC28	XP_719087.1
A0A1D8PP38	XP_721893.2
Q59MZ8	XP_711099.1
A0A1D8PQG0	XP_712434.2
A0A1D8PU33	XP_719334.1
A0A1D8PL54	XP_712617.2
A0A1D8PRN3	XP_718657.2
Q5AGC6	XP_720562.1
Q5AKX4	XP_722207.1
A0A1D8PJ76	XP_721769.2
A0A1D8PI58	XP_716028.2
A0A1D8PND5	XP_720544.2
A0A1D8PGD2	XP_719441.2
A0A1D8PHV8	XP_714876.2
A0A1D8PNX1	XP_721831.1
A0A1D8PDC7	XP_712241.2
A0A1D8PLM5	XP_720486.2
Q5A7R4	XP_436573.1
A0A1D8PTH8	XP_710393.2
Q5A7K2	XP_717835.1
Q59SU6	XP_712724.1
Q5AEE2	XP_720021.1
A0A1D8PT93	XP_711768.2
A0A1D8PNU9	XP_710956.2
A0A1D8PHZ9	XP_716044.2
A0A1D8PGN0	XP_722609.2
A0A1D8PTF6	XP_712354.2
A0A1D8PC76	XP_719028.2
Q59M47	XP_710807.1
Q5A875	XP_717944.1
A0A1D8PGJ2	XP_722579.2
Q5A2J4	XP_716052.1
A0A1D8PF32	XP_713810.2
A0A1D8PMC4	XP_716542.2
Q5AH24	XP_721352.1
Q59WC1	XP_713892.1
A0A1D8PQ56	XP_718047.2
A0A1D8PKN5	XP_716117.1
A0A1D8PI68	XP_019330806.1
A0A1D8PDW7	XP_718827.2
A0A1D8PQN2	XP_720345.1
A0A1D8PR08	XP_721348.2
Q59Q77	XP_711860.1
A0A1D8PP41	XP_721889.2
Q5ABB0	XP_719022.1
A0A1D8PC43	XP_019330598.1
A0A1D8PHR0	XP_710060.2
Q59WJ8	XP_713908.1
A0A1D8PRA7	XP_711681.2
Q59MQ8	XP_711005.1
A0A1D8PSM6	XP_717354.2
Q5AGW4	XP_721410.1
A0A1D8PF90	XP_716350.2
Q5AIA6	XP_721446.1
A0A1D8PFD1	XP_019330708.1
A0A1D8PI22	XP_716016.2
A0A1D8PI24	XP_716013.2
Q5A876	XP_717943.1
Q5ANH7	XP_723138.1
A0A1D8PTB7	XP_710018.2
A0A1D8PHJ5	XP_714286.2
Q5AI09	XP_721541.1
Q5ANJ9	XP_723116.1
A0A1D8PLS2	XP_019330918.1
A0A1D8PDQ4	XP_718496.2
Q5AA47	XP_718460.1
Q5ABB8	XP_719014.1
Q59QT5	XP_712021.1
Q5A3M0	XP_716319.1
A0A1D8PL02	XP_019330901.1
A0A1D8PN59	XP_711337.2
A0A1D8PJ89	XP_721750.2
A0A1D8PT88	XP_713072.2
Q5A753	XP_717646.1
A0A1D8PH11	XP_720939.2
A0A1D8PNJ5	XP_720619.2
A0A1D8PDR3	XP_718482.2
Q5A0V9	XP_715447.1
Q59QB7	XP_711889.1
Q5A4L3	XP_716735.1
Q5ALI9	XP_722631.1
G1UB68	XP_716978.1
A0A1D8PDG9	XP_715880.2
Q5AN95	XP_723216.1
A0A1D8PM19	XP_711553.2
A0A1D8PHU2	XP_714867.2
Q5A3K8	XP_716331.1
A0A1D8PQP2	XP_720328.1
Q5AD37	XP_719479.1
A0A1D8PCG5	XP_718151.2
A0A1D8PJT1	XP_720026.2
Q5AL47	XP_722141.1
A0A1D8PIM2	XP_714429.2
A0A1D8PCX8	XP_019330624.1
A0A1D8PH77	XP_710620.2
Q5A967	XP_718264.1
A0A1D8PNU2	XP_710957.2
A0A1D8PG16	XP_019330734.1
A0A1D8PI26	XP_716030.2
A0A1D8PNV5	XP_710666.2
A0A1D8PN67	XP_019330956.1
Q5AH01	XP_721375.1
A0A1D8PQA1	XP_718097.2
A0A1D8PDB2	XP_712235.2
A0A1D8PD38	XP_713641.2
Q59Q01	XP_711772.1
A0A1D8PQS6	XP_712473.1
A0A1D8PG77	XP_019330741.1
Q5AMP4	XP_722674.1
A0A1D8PPT3	XP_710838.1
A0A1D8PTC8	XP_711071.2
A0A1D8PEX1	XP_711219.2
A0A1D8PEI0	XP_723418.2
A0A1D8PT62	XP_713494.1
A0A1D8PQZ0	XP_019331032.1
Q59X93	XP_714212.1
A0A1D8PRX4	XP_717918.2
A0A1D8PI65	XP_714469.2
Q59WW8	XP_714294.1
A0A1D8PIV7	XP_717812.2
Q5A679	XP_717216.1
Q59M50	XP_710804.1
A0A1D8PSE5	XP_713230.2
A0A1D8PSC7	XP_019331068.1
A0A1D8PP04	XP_721858.2
A0A1D8PHU5	XP_710376.2
Q5ANB9	XP_723195.1
A0A1D8PKX8	XP_710344.2
A0A1D8PDF0	XP_713559.2
A0A1D8PMP1	XP_715442.2
A0A1D8PQL7	XP_720369.1
Q5AGA8	XP_720579.1
Q59X89	XP_714216.1
A0A1D8PS42	XP_718265.2
A0A1D8PQE3	XP_712399.2
A0A1D8PFD3	XP_716310.2
A0A1D8PHU1	XP_714866.2
Q5AD17	XP_719499.1
A0A1D8PL91	XP_722730.2
Q5A7P6	XP_717792.1
A0A1D8PP19	XP_721866.2
A0A1D8PQ89	XP_718083.2
Q5AC00	XP_719113.1
A0A1D8PHC5	XP_714911.2
A0A1D8PSQ3	XP_717369.2
Q5AJZ5	XP_721933.1
A0A1D8PHJ7	XP_714288.1
A0A1D8PLB6	XP_722716.2
Q59X74	XP_714230.1
Q5AJF7	XP_721712.1
Q5A7Q9	XP_717779.1
A0A1D8PKH2	XP_716095.1
A0A1D8PK81	XP_714692.1
Q5ANL3	XP_723106.1
A0A1D8PQC8	XP_712099.2
A0A1D8PSP5	XP_717357.2
Q5A4P1	XP_716711.1
A0A1D8PPA2	XP_712301.1
Q59US4	XP_713327.1
A0A1D8PEG1	XP_723437.2
A0A1D8PH10	XP_720970.2
A0A1D8PJQ4	XP_720036.2
Q59Q31	XP_711840.1
A0A1D8PPS8	XP_712493.2
A0A1D8PEB8	XP_019330677.1
A0A1D8PPP4	XP_716726.2
A0A1D8PHB1	XP_714914.2
A0A1D8PU67	XP_719367.1
Q5A7M8	XP_717810.1
A0A1D8PIE4	XP_714265.2
A0A1D8PK95	XP_714707.1
A0A1D8PL74	XP_722751.2
A0A1D8PJR5	XP_720023.2
A0A1D8PLM0	XP_720483.2
Q5ACV4	XP_719559.1
Q5A1X9	XP_715794.1
A0A1D8PDH0	XP_715883.1
A0A1D8PNC3	XP_714581.2
Q5A5B2	XP_716990.1
Q5AA01	XP_718504.1
A0A1D8PRM0	XP_718673.1
Q5A3M5	XP_716314.1
A0A1D8PFW8	XP_715045.1
Q5AAV6	XP_718793.1
A0A1D8PU52	XP_719343.1
A0A1D8PH67	XP_712930.2
A0A1D8PND4	XP_019330962.1
A0A1D8PMB1	XP_711447.2
Q5A6R7	XP_717350.1
Q5AKW7	XP_722214.1
Q59T80	XP_712976.1
A0A1D8PLA0	XP_722726.2
Q5AJA6	XP_721763.1
A0A1D8PP17	XP_721874.2
Q5AEJ0	XP_719976.1
A0A1D8PDI2	XP_715868.2
Q5ADP8	XP_719889.1
A0A1D8PJR3	XP_019330849.1
A0A1D8PCZ2	XP_019330625.1
Q59P43	XP_711485.1
A0A1D8PQA8	XP_710014.2
A0A1D8PK69	XP_714673.1
Q59YF2	XP_714548.1
A0A1D8PSS3	XP_019331081.1
A0A1D8PKH4	XP_716094.1
A0A1D8PMP7	XP_715430.2
A0A1D8PGI9	XP_722561.2
A0A1D8PHW7	XP_713134.2
Q59TU5	XP_713016.1
A0A1D8PDL7	XP_718510.2
A0A1D8PU42	XP_719350.1
A0A1D8PET4	XP_723570.2
Q5A0Y0	XP_715425.1
Q5APC5	XP_723527.1
A0A1D8PQ06	XP_719124.2
A0A1D8PK82	XP_714689.1
A0A1D8PJD6	XP_721720.1
A0A1D8PK99	XP_714704.1
Q5ADS5	XP_719862.1
Q5A102	XP_715402.1
A0A1D8PND1	XP_720542.2
A0A1D8PL26	XP_713359.2
A0A1D8PLD5	XP_722695.2
Q59MF1	XP_710925.1
A0A1D8PCW2	XP_721489.2
A0A1D8PFV6	XP_715044.1
A0A1D8PIF2	XP_714242.1
Q5A653	XP_717240.1
A0A1D8PMP5	XP_715434.2
A0A1D8PFU8	XP_019330731.1
Q5AI87	XP_721465.1
A0A1D8PEY6	XP_019330690.1
Q5A7S4	XP_717767.1
A0A1D8PNH2	XP_720590.2
Q5A001	XP_715162.1
A0A1D8PIQ0	XP_714403.2
A0A1D8PCS7	XP_721447.1
A0A1D8PSU3	XP_019331086.1
A0A1D8PNL4	XP_720622.2
A0A1D8PJH3	XP_719959.2
A0A1D8PR28	XP_721340.1
A0A1D8PS24	XP_718232.2
Q5A4J5	XP_716753.1
A0A1D8PJY0	XP_019330864.1
Q5ACY4	XP_719530.1
A0A1D8PHP6	XP_711842.2
A0A1D8PFG6	XP_716296.1
A0A1D8PDV5	XP_718826.2
Q5A2L1	XP_716034.1
Q59MV4	XP_711051.1
A0A1D8PSW7	XP_711994.2
Q5A5A0	XP_717002.1
A0A1D8PKV5	XP_710929.1
A0A1D8PRK3	XP_715188.1
Q5A3K3	XP_716336.1
Q59MK3	XP_710959.1
Q5AH55	XP_721323.1
Q59WT0	XP_714327.1
Q59WG6	XP_713940.1
A0A1D8PPG1	XP_711332.2
A0A1D8PPT9	XP_712501.2
A0A1D8PNX3	XP_721810.1
Q5AJ65	XP_721798.1
A0A1D8PFB7	XP_019330707.1
A0A1D8PC56	XP_719044.2
Q59TS7	XP_713033.1
Q5A2T6	XP_716020.1
A0A1D8PPP5	XP_019331000.1
A0A1D8PRH7	XP_715230.1
A0A1D8PCK0	XP_718168.2
A0A1D8PJG9	XP_719943.2
Q59TT2	XP_713029.1
A0A1D8PSL4	XP_715132.1
Q59TS6	XP_713034.1
A0A1D8PSG9	XP_019331071.1
A0A1D8PG85	XP_719481.2
A0A1D8PQN0	XP_019331021.1
Q5A460	XP_716558.1
A0A1D8PN55	XP_715696.2
A0A1D8PM63	XP_717209.1
A0A1D8PJU2	XP_019330855.1
Q59TC1	XP_712935.1
A0A1D8PMQ7	XP_715424.2
Q59P41	XP_711487.1
Q59NH3	XP_711249.1
A0A1D8PE25	XP_713871.2
A0A1D8PM86	XP_717182.2
A0A1D8PPE6	XP_711264.1
Q5ALM5	XP_722594.1
A0A1D8PLK1	XP_720505.2
A0A1D8PSD6	XP_019331066.1
A0A1D8PQR7	XP_720317.1
A0A1D8PU01	XP_711304.1
A0A1D8PTI1	XP_712327.2
A0A1D8PFW6	XP_715043.1
A0A1D8PMS5	XP_715411.2
Q5A108	XP_715398.1
Q5A516	XP_716769.1
Q59N64	XP_711176.1
Q5ADR6	XP_719872.1
Q5AAV4	XP_718795.1
Q59WV9	XP_714302.1
A0A1D8PG36	XP_019330738.1
A0A1D8PDL6	XP_019330654.1
A0A1D8PLY5	XP_710107.2
A0A1D8PD42	XP_019330634.1
Q59WJ7	XP_713909.1
A0A1D8PNC2	XP_720528.2
A0A1D8PMC8	XP_716559.2
Q5A4J9	XP_716749.1
A0A1D8PNT5	XP_711433.1
A0A1D8PHI1	XP_019330784.1
Q5A501	XP_716784.1
A0A1D8PTD1	XP_712650.2
A0A1D8PJM0	XP_719944.2
Q59PU1	XP_711689.1
A0A1D8PR82	XP_716987.2
A0A1D8PDT3	XP_019330658.1
Q5A3J5	XP_716344.1
Q5A3L6	XP_716323.1
A0A1D8PFB0	XP_716324.2
A0A1D8PCY2	XP_721494.2
Q59SL5	XP_712611.1
Q5ANI8	XP_723125.1
A0A1D8PT97	XP_711766.2
A0A1D8PGH4	XP_722558.2
A0A1D8PPX7	XP_719094.1
Q5A865	XP_717953.1
A0A1D8PKK1	XP_019330883.1
A0A1D8PPM0	XP_716750.2
A0A1D8PRQ1	XP_718641.1
A0A1D8PCQ6	XP_721425.2
A0A1D8PK65	XP_723161.2
Q59MT3	XP_711086.1
Q59KZ2	XP_710404.1
Q5A3L0	XP_716329.1
A0A1D8PJN2	XP_719999.2
A0A1D8PPQ1	XP_716731.2
A0A1D8PFE4	XP_019330712.1
A0A1D8PLZ5	XP_717103.2
A0A1D8PGF3	XP_722545.2
A0A1D8PTW9	XP_716440.1
A0A1D8PP59	XP_721924.2
A0A1D8PF16	XP_713914.2
A0A1D8PQ52	XP_719181.2
Q5AG80	XP_720606.1
Q59RC2	XP_712228.1
Q5ANH3	XP_723142.1
Q5ADX8	XP_719813.1
A0A1D8PJV9	XP_723079.2
A0A1D8PPV3	XP_712509.2
A0A1D8PI08	XP_716039.2
A0A1D8PF33	XP_713812.2
A0A1D8PDP8	XP_019330656.1
Q5AGX2	XP_721402.1
A0A1D8PQ14	XP_719146.2
Q5A4N6	XP_716716.1
A0A1D8PCA6	XP_719008.2
Q59U90	XP_713118.1
A0A1D8PJE4	XP_721713.2
Q5AEC1	XP_720042.1
A0A1D8PS78	XP_713410.2
Q5AJ72	XP_721791.1
Q5AHK9	XP_019330922.1
Q59ZI2	XP_714896.1
A0A1D8PT31	XP_711702.2
Q5ADN6	XP_719900.1
A0A1D8PFH6	XP_722132.2
Q5AJ75	XP_721788.1
A0A1D8PG50	XP_019330740.1
A0A1D8PI03	XP_716031.2
A0A1D8PL76	XP_722766.2
A0A1D8PRH1	XP_715228.1
Q5AGA2	XP_720586.1
A0A1D8PPT2	XP_710834.2
A0A1D8PN05	XP_714209.2
A0A1D8PHW0	XP_713146.2
A0A1D8PQR0	XP_720310.1
A0A1D8PLL2	XP_720488.2
Q59P99	XP_711545.1
Q59WW3	XP_714298.1
Q5AMP3	XP_722675.1
A0A1D8PR88	XP_716985.2
Q59R29	XP_712144.1
A0A1D8PKI9	XP_716118.1
Q5AEG6	XP_719998.1
Q5ANN6	XP_723080.1
A0A1D8PKB3	XP_716607.1
Q5A2C1	XP_715855.1
Q59RQ4	XP_712336.1
A0A1D8PGJ8	XP_722577.2
A0A1D8PRG0	XP_715251.1
A0A1D8PTW0	XP_716417.1
Q5A9D4	XP_718199.1
A0A1D8PMG3	XP_711853.2
A0A1D8PQV5	XP_712480.1
A0A1D8PEF0	XP_723433.2
Q5A741	XP_717657.1
A0A1D8PCB0	XP_718980.2
